time_s,omega_cmd_rad_s
0.000000,69.813170
2.975000,69.813170
3.025000,0.000000
9.975000,0.000000
10.025000,69.813170
12.975000,69.813170
13.025000,0.000000
19.975000,0.000000
20.025000,69.813170
22.975000,69.813170
23.025000,0.000000
29.975000,0.000000
30.025000,69.813170
32.975000,69.813170
33.025000,0.000000
39.975000,0.000000
40.025000,69.813170
42.975000,69.813170
43.025000,0.000000
49.975000,0.000000
50.025000,69.813170
52.975000,69.813170
53.025000,0.000000
61.000000,0.000000
