time_s,omega_cmd_rad_s
0.000000,26.179939
7.975000,26.179939
8.025000,0.000000
9.975000,0.000000
10.025000,26.179939
17.975000,26.179939
18.025000,0.000000
19.975000,0.000000
20.025000,26.179939
27.975000,26.179939
28.025000,0.000000
29.975000,0.000000
30.025000,26.179939
37.975000,26.179939
38.025000,0.000000
39.975000,0.000000
40.025000,26.179939
47.975000,26.179939
48.025000,0.000000
49.975000,0.000000
50.025000,26.179939
57.975000,26.179939
58.025000,0.000000
59.975000,0.000000
60.025000,26.179939
67.975000,26.179939
68.025000,0.000000
69.975000,0.000000
70.025000,26.179939
77.975000,26.179939
78.025000,0.000000
79.975000,0.000000
80.025000,26.179939
87.975000,26.179939
88.025000,0.000000
89.975000,0.000000
90.025000,26.179939
97.975000,26.179939
98.025000,0.000000
99.975000,0.000000
100.025000,26.179939
107.975000,26.179939
108.025000,0.000000
109.975000,0.000000
110.025000,26.179939
117.975000,26.179939
118.025000,0.000000
119.975000,0.000000
120.025000,26.179939
127.975000,26.179939
128.025000,0.000000
129.975000,0.000000
130.025000,26.179939
137.975000,26.179939
138.025000,0.000000
139.975000,0.000000
140.025000,26.179939
147.975000,26.179939
148.025000,0.000000
149.975000,0.000000
150.025000,26.179939
157.975000,26.179939
158.025000,0.000000
159.975000,0.000000
160.025000,26.179939
167.975000,26.179939
168.025000,0.000000
169.975000,0.000000
170.025000,26.179939
177.975000,26.179939
178.025000,0.000000
179.975000,0.000000
180.025000,26.179939
187.975000,26.179939
188.025000,0.000000
189.975000,0.000000
190.025000,26.179939
197.975000,26.179939
198.025000,0.000000
199.975000,0.000000
200.025000,26.179939
207.975000,26.179939
208.025000,0.000000
209.975000,0.000000
210.025000,26.179939
217.975000,26.179939
218.025000,0.000000
219.975000,0.000000
220.025000,26.179939
227.975000,26.179939
228.025000,0.000000
229.975000,0.000000
230.025000,26.179939
237.975000,26.179939
238.025000,0.000000
239.975000,0.000000
240.025000,26.179939
247.975000,26.179939
248.025000,0.000000
249.975000,0.000000
250.025000,26.179939
257.975000,26.179939
258.025000,0.000000
259.975000,0.000000
260.025000,26.179939
267.975000,26.179939
268.025000,0.000000
269.975000,0.000000
270.025000,26.179939
277.975000,26.179939
278.025000,0.000000
279.975000,0.000000
280.025000,26.179939
287.975000,26.179939
288.025000,0.000000
289.975000,0.000000
290.025000,26.179939
297.975000,26.179939
298.025000,0.000000
301.000000,0.000000
