time_s,omega_cmd_rad_s
0.000000,69.813170
5.975000,69.813170
6.025000,0.000000
9.975000,0.000000
10.025000,69.813170
15.975000,69.813170
16.025000,0.000000
19.975000,0.000000
20.025000,69.813170
25.975000,69.813170
26.025000,0.000000
29.975000,0.000000
30.025000,69.813170
35.975000,69.813170
36.025000,0.000000
39.975000,0.000000
40.025000,69.813170
45.975000,69.813170
46.025000,0.000000
49.975000,0.000000
50.025000,69.813170
55.975000,69.813170
56.025000,0.000000
61.000000,0.000000
