time_s,omega_cmd_rad_s
0.000000,209.439510
1.475000,209.439510
1.525000,0.000000
9.975000,0.000000
10.025000,209.439510
11.475000,209.439510
11.525000,0.000000
19.975000,0.000000
20.025000,209.439510
21.475000,209.439510
21.525000,0.000000
29.975000,0.000000
30.025000,209.439510
31.475000,209.439510
31.525000,0.000000
39.975000,0.000000
40.025000,209.439510
41.475000,209.439510
41.525000,0.000000
49.975000,0.000000
50.025000,209.439510
51.475000,209.439510
51.525000,0.000000
61.000000,0.000000
